sample	gene Abundance	Group	sample	Genus Abundance	Group	sample	Kos Abundance	Group
Human	12.27530949	Human	Human	2.074370857	Human	Human	7.316597718	Human
Human	12.40733677	Human	Human	1.917114097	Human	Human	7.320908058	Human
Human	12.33043694	Human	Human	2.248137076	Human	Human	7.34827069	Human
Human	12.55673433	Human	Human	2.505632341	Human	Human	7.463332879	Human
Human	12.84391803	Human	Human	2.459338148	Human	Human	7.408173932	Human
Human	12.60276483	Human	Human	2.477757513	Human	Human	7.448475574	Human
Human	12.02350238	Human	Human	1.247951346	Human	Human	7.346523907	Human
Human	12.27464042	Human	Human	2.427390214	Human	Human	7.453839556	Human
Human	12.06264328	Human	Human	2.196219444	Human	Human	7.473479837	Human
Human	12.15042061	Human	Human	1.479790503	Human	Human	7.321707245	Human
Human	12.40254142	Human	Human	1.69310811	Human	Human	7.347564989	Human
Human	12.11174619	Human	Human	1.873912342	Human	Human	7.369022697	Human
Human	12.50590471	Human	Human	2.563244957	Human	Human	7.376059297	Human
Human	12.44617684	Human	Human	1.597882972	Human	Human	7.381463026	Human
Human	11.42588426	Human	Human	1.310476618	Human	Human	7.310082901	Human
Human	12.78836426	Human	Human	2.226201148	Human	Human	7.355882182	Human
Human	12.22477319	Human	Human	2.046486416	Human	Human	7.419393632	Human
Human	12.44795162	Human	Human	2.072479775	Human	Human	7.375878952	Human
Human	12.72469779	Human	Human	2.570159205	Human	Human	7.408358626	Human
Human	12.5173702	Human	Human	1.938790237	Human	Human	7.378094594	Human
Human	12.74952615	Human	Human	2.055546257	Human	Human	7.366473283	Human
Human	12.40477198	Human	Human	1.781517466	Human	Human	7.360677057	Human
Human	12.4097031	Human	Human	1.741984417	Human	Human	7.363659842	Human
Human	11.88223344	Human	Human	2.244626018	Human	Human	7.666860402	Human
Human	12.19629079	Human	Human	2.09900618	Human	Human	7.358399005	Human
Human	12.5546229	Human	Human	2.095028867	Human	Human	7.393712146	Human
Human	12.63349637	Human	Human	1.908542064	Human	Human	7.360350814	Human
Human	11.37891478	Human	Human	1.165550045	Human	Human	7.227685843	Human
Human	12.87235411	Human	Human	2.199497568	Human	Human	7.388069378	Human
Human	12.78000963	Human	Human	2.299053477	Human	Human	7.37305327	Human
Human	12.5525832	Human	Human	2.534604213	Human	Human	7.378801222	Human
Human	12.38487498	Human	Human	2.442539655	Human	Human	7.486907812	Human
Human	12.52486966	Human	Human	1.856071741	Human	Human	7.376219637	Human
Human	11.9952244	Human	Human	1.296613863	Human	Human	7.288026012	Human
Human	11.31639031	Human	Human	1.76413434	Human	Human	7.316435852	Human
Human	11.32144632	Human	Human	0.906011156	Human	Human	7.335037099	Human
Human	11.42821075	Human	Human	1.260432736	Human	Human	7.549336721	Human
Human	11.82191332	Human	Human	0.954948764	Human	Human	7.29145573	Human
Human	11.85830961	Human	Human	1.680673409	Human	Human	7.515065879	Human
Human	12.04063453	Human	Human	1.722510755	Human	Human	7.360728931	Human
Human	11.66947414	Human	Human	2.006441253	Human	Human	7.480658749	Human
Human	11.89805924	Human	Human	1.852647732	Human	Human	7.446254595	Human
Human	12.35869839	Human	Human	1.770510895	Human	Human	7.473947486	Human
Human	11.54758	Human	Human	1.519965681	Human	Human	7.685087829	Human
Human	12.56423466	Human	Human	2.216774142	Human	Human	7.53935299	Human
Human	11.56032957	Human	Human	0.910907453	Human	Human	7.237900384	Human
Human	11.80275504	Human	Human	2.155114283	Human	Human	7.506771159	Human
Human	11.90104319	Human	Human	1.833282745	Human	Human	7.632197967	Human
Human	11.01437535	Human	Human	1.278446081	Human	Human	7.194710274	Human
Human	11.49130363	Human	Human	1.009046669	Human	Human	7.243914195	Human
Human	11.41604292	Human	Human	1.018330507	Human	Human	7.286665603	Human
Human	10.44956344	Human	Human	1.189020041	Human	Human	7.108114046	Human
Human	10.95342743	Human	Human	0.98953046	Human	Human	7.235999859	Human
Human	9.9742656	Human	Human	1.069593603	Human	Human	7.001078245	Human
Human	11.3538568	Human	Human	0.917843028	Human	Human	7.255335434	Human
Human	11.41731988	Human	Human	0.87518246	Human	Human	7.309722421	Human
Human	12.64272718	Human	Human	2.328232275	Human	Human	7.441573159	Human
Human	11.89245926	Human	Human	1.167248193	Human	Human	7.326047571	Human
Human	11.79856583	Human	Human	1.032072856	Human	Human	7.263216333	Human
Human	11.4668727	Human	Human	1.122771145	Human	Human	7.468174226	Human
Human	11.63648523	Human	Human	1.52014241	Human	Human	7.36914732	Human
Human	11.60396167	Human	Human	1.143929527	Human	Human	7.371912514	Human
Human	11.27253975	Human	Human	1.270231184	Human	Human	7.300664357	Human
Human	10.86939778	Human	Human	0.721163786	Human	Human	7.223926001	Human
Human	11.71993343	Human	Human	1.309213107	Human	Human	7.34580897	Human
Human	11.63483943	Human	Human	0.998514503	Human	Human	7.247532641	Human
Human	10.82955311	Human	Human	0.835377436	Human	Human	7.124361028	Human
Human	11.0613682	Human	Human	1.633627993	Human	Human	7.315441222	Human
Human	11.40108056	Human	Human	2.154245572	Human	Human	7.380563891	Human
Human	11.03867008	Human	Human	1.498664991	Human	Human	7.331090191	Human
Human	12.54284697	Human	Human	2.010909378	Human	Human	7.485142783	Human
Human	12.13621126	Human	Human	1.616158792	Human	Human	7.375423809	Human
Human	11.81424403	Human	Human	1.372398662	Human	Human	7.3522729	Human
Human	12.0669219	Human	Human	1.793600795	Human	Human	7.435469456	Human
Human	11.83721672	Human	Human	1.455950121	Human	Human	7.353745638	Human
Human	12.02441526	Human	Human	1.505279964	Human	Human	7.431250513	Human
Human	11.31839556	Human	Human	0.893068158	Human	Human	7.344887405	Human
Human	11.59703153	Human	Human	1.041782287	Human	Human	7.3283197	Human
Human	11.03158139	Human	Human	1.022889551	Human	Human	7.180343457	Human
Human	11.60343472	Human	Human	1.097825273	Human	Human	7.356512339	Human
Human	11.63839953	Human	Human	1.263233059	Human	Human	7.352063383	Human
Human	12.47625301	Human	Human	1.683936003	Human	Human	7.371456693	Human
Human	12.29627177	Human	Human	1.6975143	Human	Human	7.492285194	Human
Human	11.94514675	Human	Human	1.829584294	Human	Human	7.369274488	Human
Human	11.9266605	Human	Human	1.737067784	Human	Human	7.685565082	Human
Human	11.49664862	Human	Human	1.042064559	Human	Human	7.267900598	Human
Human	11.47425234	Human	Human	1.006996567	Human	Human	7.323315889	Human
Human	12.13381923	Human	Human	1.531680044	Human	Human	7.360438946	Human
Human	11.54255795	Human	Human	1.828608601	Human	Human	7.263901703	Human
Human	12.44045808	Human	Human	1.82991644	Human	Human	7.358530949	Human
Human	11.26729676	Human	Human	0.934421621	Human	Human	7.31446377	Human
Human	12.10213681	Human	Human	1.214243466	Human	Human	7.268617987	Human
Human	10.91379613	Human	Human	0.571604572	Human	Human	7.141979419	Human
Human	11.63143965	Human	Human	1.030448504	Human	Human	7.307692261	Human
Human	11.85979222	Human	Human	1.277556139	Human	Human	7.303132935	Human
Human	12.05317929	Human	Human	1.39335367	Human	Human	7.357086422	Human
Human	11.16328639	Human	Human	0.652717599	Human	Human	7.227213278	Human
Human	11.21892746	Human	Human	0.709487424	Human	Human	7.177430942	Human
Human	11.78301115	Human	Human	1.893709041	Human	Human	7.395808973	Human
Human	10.1839561	Human	Human	1.778249762	Human	Human	7.239535867	Human
Human	11.02546672	Human	Human	0.95386079	Human	Human	7.306498966	Human
Human	11.80184571	Human	Human	2.28181225	Human	Human	7.311157923	Human
Human	11.42505325	Human	Human	0.875642196	Human	Human	7.279931333	Human
Human	11.94991898	Human	Human	1.618114879	Human	Human	7.414970376	Human
Human	10.96905239	Human	Human	1.185041856	Human	Human	7.311070237	Human
Human	11.54375281	Human	Human	2.036882048	Human	Human	7.309518509	Human
Human	10.33385053	Human	Human	1.259359955	Human	Human	7.145030029	Human
Human	11.90817786	Human	Human	1.390997406	Human	Human	7.332218913	Human
Human	11.85624095	Human	Human	1.985620961	Human	Human	7.452925014	Human
Human	10.63994776	Human	Human	1.16336779	Human	Human	7.064507166	Human
Human	11.23057192	Human	Human	0.766017279	Human	Human	7.240070382	Human
Human	12.16736976	Human	Human	1.432305821	Human	Human	7.338123189	Human
Human	12.06424113	Human	Human	1.953686064	Human	Human	7.518655081	Human
Human	11.87053689	Human	Human	1.191414261	Human	Human	7.342314618	Human
Human	10.65323167	Human	Human	1.325385225	Human	Human	7.194303722	Human
Human	10.97794216	Human	Human	1.789555349	Human	Human	7.38476369	Human
Human	12.32406224	Human	Human	1.811293211	Human	Human	7.355385682	Human
Human	11.39416185	Human	Human	2.183977642	Human	Human	7.454870332	Human
Human	11.48984775	Human	Human	1.514912401	Human	Human	7.331038455	Human
Human	11.96268405	Human	Human	1.544278213	Human	Human	7.353918585	Human
Human	11.94392506	Human	Human	1.386995617	Human	Human	7.338532776	Human
Human	12.24237322	Human	Human	2.182268212	Human	Human	7.394099119	Human
Human	12.20236616	Human	Human	1.846026074	Human	Human	7.400390185	Human
Human	11.32170079	Human	Human	1.316154733	Human	Human	7.362037194	Human
Human	12.10729306	Human	Human	1.321980663	Human	Human	7.307438843	Human
Human	11.75569751	Human	Human	1.378459132	Human	Human	7.313288068	Human
Human	11.45675	Human	Human	0.636247297	Human	Human	7.196807515	Human
Human	11.25388778	Human	Human	1.102566107	Human	Human	7.25865745	Human
Human	12.16878666	Human	Human	1.305436285	Human	Human	7.341397068	Human
Human	11.28288465	Human	Human	0.742900808	Human	Human	7.209059248	Human
Human	11.89897396	Human	Human	1.853507674	Human	Human	7.330600355	Human
Human	12.06024831	Human	Human	0.929004375	Human	Human	7.263342325	Human
Human	11.73626495	Human	Human	1.344658481	Human	Human	7.330217664	Human
Human	11.79300572	Human	Human	1.110913514	Human	Human	7.229562206	Human
Human	12.21963053	Human	Human	1.669000252	Human	Human	7.362125922	Human
Human	10.79557588	Human	Human	1.539818265	Human	Human	7.239106459	Human
Human	11.48185086	Human	Human	1.929468875	Human	Human	7.371848691	Human
Human	10.88429645	Human	Human	0.691694631	Human	Human	7.256864604	Human
Human	11.86426648	Human	Human	1.938311235	Human	Human	7.776904529	Human
Human	11.84963315	Human	Human	1.747319856	Human	Human	7.336035266	Human
Human	11.20002768	Human	Human	0.771558589	Human	Human	7.22003878	Human
Human	12.1004078	Human	Human	2.38895235	Human	Human	7.371997215	Human
Human	11.59204766	Human	Human	0.976652352	Human	Human	7.2872033	Human
Human	12.05374959	Human	Human	2.087729017	Human	Human	7.363383237	Human
Human	12.04685944	Human	Human	1.799354923	Human	Human	7.388071422	Human
Human	11.01309459	Human	Human	0.681943792	Human	Human	7.267263826	Human
Human	11.48062278	Human	Human	1.098627151	Human	Human	7.280463188	Human
Human	11.90335719	Human	Human	0.86403558	Human	Human	7.27100974	Human
Human	11.01313143	Human	Human	1.460828965	Human	Human	7.247272039	Human
Human	11.92950318	Human	Human	1.570505736	Human	Human	7.426954251	Human
Human	12.21898435	Human	Human	2.301608235	Human	Human	7.423227943	Human
Human	11.05662851	Human	Human	1.716835361	Human	Human	7.344260816	Human
Human	11.24909941	Human	Human	1.669143111	Human	Human	7.236148812	Human
Human	11.22650445	Human	Human	0.815677573	Human	Human	7.269259424	Human
Human	11.33521032	Human	Human	1.302006631	Human	Human	7.421077962	Human
Human	11.85307981	Human	Human	2.317464323	Human	Human	7.669583911	Human
Human	10.43049628	Human	Human	1.884701309	Human	Human	7.356251246	Human
Human	11.69801757	Human	Human	1.433829012	Human	Human	7.42508245	Human
Human	11.4135133	Human	Human	1.165366359	Human	Human	7.406852604	Human
Human	12.26541169	Human	Human	1.993931859	Human	Human	7.439939813	Human
Human	11.75363054	Human	Human	2.129745511	Human	Human	7.578124668	Human
Human	11.10084514	Human	Human	1.376459283	Human	Human	7.227649663	Human
Human	11.26415857	Human	Human	1.331552057	Human	Human	7.434814607	Human
Human	12.1982506	Human	Human	2.131633064	Human	Human	7.468286238	Human
Human	12.13949363	Human	Human	2.353479683	Human	Human	7.377377201	Human
Human	11.88929992	Human	Human	1.692314989	Human	Human	7.214814833	Human
Human	12.61775402	Human	Human	2.816823158	Human	Human	7.406597457	Human
Human	11.30364313	Human	Human	2.196995201	Human	Human	7.248439897	Human
Human	12.10786423	Human	Human	1.918337449	Human	Human	7.363810357	Human
Human	11.86827359	Human	Human	2.383951173	Human	Human	7.360787213	Human
Human	12.41885162	Human	Human	2.563467762	Human	Human	7.412386936	Human
Human	12.39631997	Human	Human	2.535994995	Human	Human	7.395647298	Human
Human	12.26951734	Human	Human	2.435512246	Human	Human	7.369213162	Human
Human	12.53622213	Human	Human	2.061803971	Human	Human	7.369201942	Human
Human	12.83496672	Human	Human	2.393981261	Human	Human	7.388047935	Human
Human	12.46421448	Human	Human	2.829622142	Human	Human	7.425522106	Human
Human	11.50585085	Human	Human	1.929165312	Human	Human	7.31132279	Human
Human	11.7334511	Human	Human	2.299226509	Human	Human	7.373940059	Human
Human	12.77159796	Human	Human	2.354354741	Human	Human	7.407383049	Human
Human	11.31926396	Human	Human	1.055523819	Human	Human	7.286561494	Human
Human	12.20949731	Human	Human	2.369801737	Human	Human	7.378716585	Human
Human	11.93160604	Human	Human	2.091665119	Human	Human	7.332749122	Human
Human	10.89664821	Human	Human	1.787318768	Human	Human	7.147510244	Human
Human	11.64011844	Human	Human	1.882259915	Human	Human	7.266571836	Human
Human	11.75115516	Human	Human	2.091186356	Human	Human	7.295128705	Human
Human	11.03486743	Human	Human	1.574626819	Human	Human	7.174658689	Human
Human	11.55550145	Human	Human	1.951476705	Human	Human	7.303332123	Human
Human	12.12252958	Human	Human	1.837397176	Human	Human	7.355914592	Human
Human	10.75161625	Human	Human	1.139066842	Human	Human	7.277433295	Human
Human	12.50407551	Human	Human	2.095462307	Human	Human	7.363233354	Human
Human	12.71399273	Human	Human	2.154728044	Human	Human	7.392466773	Human
Human	12.54523155	Human	Human	1.789729621	Human	Human	7.366462833	Human
Human	11.30724337	Human	Human	1.681464249	Human	Human	7.393783309	Human
Human	11.93708894	Human	Human	1.2526354	Human	Human	7.333628967	Human
Human	12.37639382	Human	Human	2.201268749	Human	Human	7.302933796	Human
Human	12.56965458	Human	Human	2.292757072	Human	Human	7.363699227	Human
Human	12.53130852	Human	Human	2.033459659	Human	Human	7.374982494	Human
Human	12.19335974	Human	Human	1.829430196	Human	Human	7.392244584	Human
Human	12.45675471	Human	Human	2.337413505	Human	Human	7.413143054	Human
Human	12.30697456	Human	Human	1.962554447	Human	Human	7.402131785	Human
Human	12.02981418	Human	Human	2.281681575	Human	Human	7.356380877	Human
Human	12.27832065	Human	Human	2.110564468	Human	Human	7.357818645	Human
Human	12.45993695	Human	Human	2.385294486	Human	Human	7.416687885	Human
Human	12.15768936	Human	Human	1.703888435	Human	Human	7.345658918	Human
Human	12.46989011	Human	Human	2.154563619	Human	Human	7.374346781	Human
Human	12.36273221	Human	Human	1.898676456	Human	Human	7.354953197	Human
Human	11.81364394	Human	Human	1.750462564	Human	Human	7.417706311	Human
Human	12.22273953	Human	Human	2.03608642	Human	Human	7.38635145	Human
Human	12.41945485	Human	Human	2.064750658	Human	Human	7.360747258	Human
Human	11.93375604	Human	Human	1.777133628	Human	Human	7.330099549	Human
Human	11.99685718	Human	Human	2.012462119	Human	Human	7.324823263	Human
Human	12.55150911	Human	Human	2.679920689	Human	Human	7.457720316	Human
Human	11.01455668	Human	Human	1.071842721	Human	Human	7.341611771	Human
Human	10.79162497	Human	Human	0.799257877	Human	Human	7.195094354	Human
Human	10.92318797	Human	Human	1.004203122	Human	Human	7.305079199	Human
Human	12.24015432	Human	Human	1.935768883	Human	Human	7.375024158	Human
Human	11.95110452	Human	Human	1.514574671	Human	Human	7.316528356	Human
Human	12.12725769	Human	Human	1.99608969	Human	Human	7.363762845	Human
Human	12.57209504	Human	Human	2.575244172	Human	Human	7.374333298	Human
Human	12.67211396	Human	Human	1.854653143	Human	Human	7.365933376	Human
Human	12.64305313	Human	Human	2.757707425	Human	Human	7.354451546	Human
Human	11.69603213	Human	Human	2.582249476	Human	Human	7.19518951	Human
Human	11.93216421	Human	Human	2.218423945	Human	Human	7.249860483	Human
Human	12.16896153	Human	Human	2.702061598	Human	Human	7.2962431	Human
Human	12.64170164	Human	Human	2.382413992	Human	Human	7.388673141	Human
Human	12.20845883	Human	Human	1.672451988	Human	Human	7.369768027	Human
Human	12.49331083	Human	Human	1.976842304	Human	Human	7.396066616	Human
Human	12.3285626	Human	Human	2.399049284	Human	Human	7.323745056	Human
Human	12.17350842	Human	Human	1.777968725	Human	Human	7.353256864	Human
Human	12.34200166	Human	Human	1.879536342	Human	Human	7.359976845	Human
Human	12.52604247	Human	Human	1.912836674	Human	Human	7.356709118	Human
Human	12.45728173	Human	Human	1.839648713	Human	Human	7.362602837	Human
