sample1	sample2	genes Abundance	Group	sample1	sample2	genus Abundance	Group	sample1	sample2	Kos Abundance	Group
SSCeC-3	SDQCeC3L	0.670396394	WW	SSCeC-3	SDQCeC3L	0.362389583	WW	SSCeC-3	SDQCeC3L	0.118601909	WW
SSCeC-4	SDQCeC3L	0.641758582	WW	SSCeC-4	SDQCeC3L	0.372298575	WW	SSCeC-4	SDQCeC3L	0.118333503	WW
SSCeC-5	SDQCeC3L	0.69363353	WW	SSCeC-5	SDQCeC3L	0.277625386	WW	SSCeC-5	SDQCeC3L	0.100421026	WW
SSCeC-6	SDQCeC3L	0.726125287	WW	SSCeC-6	SDQCeC3L	0.36940025	WW	SSCeC-6	SDQCeC3L	0.153729041	WW
SSCeC-7	SDQCeC3L	0.735497831	WW	SSCeC-7	SDQCeC3L	0.33514972	WW	SSCeC-7	SDQCeC3L	0.109765022	WW
SSCeC-8	SDQCeC3L	0.657517819	WW	SSCeC-8	SDQCeC3L	0.331560467	WW	SSCeC-8	SDQCeC3L	0.118385218	WW
SSCeC-9	SDQCeC3L	0.818203735	WW	SSCeC-9	SDQCeC3L	0.375743536	WW	SSCeC-9	SDQCeC3L	0.129905636	WW
SDQCeC1R	SDQCeC3L	0.61005137	WW	SDQCeC1R	SDQCeC3L	0.213012521	WW	SDQCeC1R	SDQCeC3L	0.079555099	WW
SDQCeC4R	SDQCeC3L	0.594633448	WW	SDQCeC4R	SDQCeC3L	0.245499705	WW	SDQCeC4R	SDQCeC3L	0.088091199	WW
SDQCeC5L	SDQCeC3L	0.807163227	WW	SDQCeC5L	SDQCeC3L	0.558092559	WW	SDQCeC5L	SDQCeC3L	0.213194078	WW
SDQCeC7R	SDQCeC3L	0.887523397	WW	SDQCeC7R	SDQCeC3L	0.642533188	WW	SDQCeC7R	SDQCeC3L	0.248796003	WW
SDQCeC8R	SDQCeC3L	0.615038978	WW	SDQCeC8R	SDQCeC3L	0.317367165	WW	SDQCeC8R	SDQCeC3L	0.10779	WW
SDQCeC9R	SDQCeC3L	0.583879083	WW	SDQCeC9R	SDQCeC3L	0.261964465	WW	SDQCeC9R	SDQCeC3L	0.089065293	WW
SDQCeC10L	SDQCeC3L	0.673847574	WW	SDQCeC10L	SDQCeC3L	0.374352954	WW	SDQCeC10L	SDQCeC3L	0.127016928	WW
SDQCeC11L	SDQCeC3L	0.827510767	WW	SDQCeC11L	SDQCeC3L	0.364676115	WW	SDQCeC11L	SDQCeC3L	0.134485895	WW
FJCeC1	SDQCeC3L	0.769139406	WW	FJCeC1	SDQCeC3L	0.193216816	WW	FJCeC1	SDQCeC3L	0.086087906	WW
FJCeC2	SDQCeC3L	0.694843069	WW	FJCeC2	SDQCeC3L	0.261684883	WW	FJCeC2	SDQCeC3L	0.087169322	WW
FJCeC3	SDQCeC3L	0.728966927	WW	FJCeC3	SDQCeC3L	0.214265393	WW	FJCeC3	SDQCeC3L	0.080073186	WW
FJCeC4	SDQCeC3L	0.707602899	WW	FJCeC4	SDQCeC3L	0.262880235	WW	FJCeC4	SDQCeC3L	0.0911415	WW
FJCeC5	SDQCeC3L	0.736224167	WW	FJCeC5	SDQCeC3L	0.20263907	WW	FJCeC5	SDQCeC3L	0.083982885	WW
FJCeC6	SDQCeC3L	0.695384277	WW	FJCeC6	SDQCeC3L	0.233341562	WW	FJCeC6	SDQCeC3L	0.078482316	WW
HEBCeC-10	SDQCeC3L	0.88573617	WW	HEBCeC-10	SDQCeC3L	0.539867358	WW	HEBCeC-10	SDQCeC3L	0.326825083	WW
HEBCeC-15	SDQCeC3L	0.723736346	WW	HEBCeC-15	SDQCeC3L	0.327097541	WW	HEBCeC-15	SDQCeC3L	0.135477511	WW
HEBCeC-17	SDQCeC3L	0.72006082	WW	HEBCeC-17	SDQCeC3L	0.337831338	WW	HEBCeC-17	SDQCeC3L	0.108902807	WW
HEBCeC-18	SDQCeC3L	0.704723344	WW	HEBCeC-18	SDQCeC3L	0.225760608	WW	HEBCeC-18	SDQCeC3L	0.087816891	WW
HEBCeC-21	SDQCeC3L	0.740491375	WW	HEBCeC-21	SDQCeC3L	0.345051076	WW	HEBCeC-21	SDQCeC3L	0.136788676	WW
HEBCeC-22	SDQCeC3L	0.791174763	WW	HEBCeC-22	SDQCeC3L	0.265567898	WW	HEBCeC-22	SDQCeC3L	0.100214696	WW
HEBCeC-25	SDQCeC3L	0.693258231	WW	HEBCeC-25	SDQCeC3L	0.253273142	WW	HEBCeC-25	SDQCeC3L	0.086950051	WW
HEBCeC-30	SDQCeC3L	0.708010008	WW	HEBCeC-30	SDQCeC3L	0.33126718	WW	HEBCeC-30	SDQCeC3L	0.108685601	WW
HEBCeC-4	SDQCeC3L	0.88131048	WW	HEBCeC-4	SDQCeC3L	0.521410201	WW	HEBCeC-4	SDQCeC3L	0.262159198	WW
HEBCeC-5	SDQCeC3L	0.855706746	WW	HEBCeC-5	SDQCeC3L	0.497523769	WW	HEBCeC-5	SDQCeC3L	0.238044326	WW
HEBCeC-7	SDQCeC3L	0.837112893	WW	HEBCeC-7	SDQCeC3L	0.41184746	WW	HEBCeC-7	SDQCeC3L	0.160694005	WW
HEBCeC-8	SDQCeC3L	0.876657913	WW	HEBCeC-8	SDQCeC3L	0.524242805	WW	HEBCeC-8	SDQCeC3L	0.297578545	WW
SDQCeC1L	SDQCeC3L	0.572056572	WW	SDQCeC1L	SDQCeC3L	0.165768284	WW	SDQCeC1L	SDQCeC3L	0.058290822	WW
SDQCeC2L	SDQCeC3L	0.600589422	WW	SDQCeC2L	SDQCeC3L	0.230997188	WW	SDQCeC2L	SDQCeC3L	0.077052775	WW
SDQCeC4L	SDQCeC3L	0.547123616	WW	SDQCeC4L	SDQCeC3L	0.106056215	WW	SDQCeC4L	SDQCeC3L	0.041132482	WW
SDQCeC8L	SDQCeC3L	0.586926332	WW	SDQCeC8L	SDQCeC3L	0.18762025	WW	SDQCeC8L	SDQCeC3L	0.060889179	WW
SDQCeC9L	SDQCeC3L	0.607245938	WW	SDQCeC9L	SDQCeC3L	0.167146285	WW	SDQCeC9L	SDQCeC3L	0.059538805	WW
CeC105	SDQCeC3L	0.860131889	WW	CeC105	SDQCeC3L	0.366048254	WW	CeC105	SDQCeC3L	0.138711516	WW
CeC166	SDQCeC3L	0.791577471	WW	CeC166	SDQCeC3L	0.212288014	WW	CeC166	SDQCeC3L	0.076224801	WW
CeC192	SDQCeC3L	0.741284563	WW	CeC192	SDQCeC3L	0.176010476	WW	CeC192	SDQCeC3L	0.085357816	WW
CeC198	SDQCeC3L	0.831478356	WW	CeC198	SDQCeC3L	0.286411409	WW	CeC198	SDQCeC3L	0.11700509	WW
CeC28	SDQCeC3L	0.838455851	WW	CeC28	SDQCeC3L	0.272780027	WW	CeC28	SDQCeC3L	0.102219582	WW
CeC38	SDQCeC3L	0.820090824	WW	CeC38	SDQCeC3L	0.320752184	WW	CeC38	SDQCeC3L	0.129585085	WW
CeC6	SDQCeC3L	0.798885968	WW	CeC6	SDQCeC3L	0.2902843	WW	CeC6	SDQCeC3L	0.101945112	WW
CeC67	SDQCeC3L	0.814878192	WW	CeC67	SDQCeC3L	0.285994487	WW	CeC67	SDQCeC3L	0.086974276	WW
CeC68	SDQCeC3L	0.869879891	WW	CeC68	SDQCeC3L	0.342892661	WW	CeC68	SDQCeC3L	0.109642283	WW
CeC89	SDQCeC3L	0.796482057	WW	CeC89	SDQCeC3L	0.276918181	WW	CeC89	SDQCeC3L	0.101406251	WW
WHYCeC1L	SDQCeC3L	0.650246154	WW	WHYCeC1L	SDQCeC3L	0.359611752	WW	WHYCeC1L	SDQCeC3L	0.131554681	WW
WHYCeC2L	SDQCeC3L	0.691548199	WW	WHYCeC2L	SDQCeC3L	0.367405268	WW	WHYCeC2L	SDQCeC3L	0.124132453	WW
WHYCeC3L	SDQCeC3L	0.618603939	WW	WHYCeC3L	SDQCeC3L	0.206117883	WW	WHYCeC3L	SDQCeC3L	0.063133873	WW
WHYCeC4L	SDQCeC3L	0.712513531	WW	WHYCeC4L	SDQCeC3L	0.416873851	WW	WHYCeC4L	SDQCeC3L	0.149159458	WW
WHYCeC5L	SDQCeC3L	0.755370447	WW	WHYCeC5L	SDQCeC3L	0.431529003	WW	WHYCeC5L	SDQCeC3L	0.14067827	WW
WHYCeC7L	SDQCeC3L	0.718142788	WW	WHYCeC7L	SDQCeC3L	0.37798933	WW	WHYCeC7L	SDQCeC3L	0.128224207	WW
CeC108	SDQCeC3L	0.867408738	WW	CeC108	SDQCeC3L	0.361991031	WW	CeC108	SDQCeC3L	0.125306224	WW
CeC112	SDQCeC3L	0.842297227	WW	CeC112	SDQCeC3L	0.26477808	WW	CeC112	SDQCeC3L	0.111478493	WW
CeC113	SDQCeC3L	0.840576483	WW	CeC113	SDQCeC3L	0.241433938	WW	CeC113	SDQCeC3L	0.09512774	WW
CeC123	SDQCeC3L	0.883209925	WW	CeC123	SDQCeC3L	0.313939376	WW	CeC123	SDQCeC3L	0.127496683	WW
CeC124	SDQCeC3L	0.932860925	WW	CeC124	SDQCeC3L	0.374090521	WW	CeC124	SDQCeC3L	0.156977657	WW
CeC149	SDQCeC3L	0.826241807	WW	CeC149	SDQCeC3L	0.309564582	WW	CeC149	SDQCeC3L	0.102379427	WW
CeC186	SDQCeC3L	0.793759624	WW	CeC186	SDQCeC3L	0.205177018	WW	CeC186	SDQCeC3L	0.081632771	WW
CeC41	SDQCeC3L	0.845266616	WW	CeC41	SDQCeC3L	0.257911927	WW	CeC41	SDQCeC3L	0.104958031	WW
CeC42	SDQCeC3L	0.855731176	WW	CeC42	SDQCeC3L	0.311643973	WW	CeC42	SDQCeC3L	0.124420449	WW
CeC51	SDQCeC3L	0.813347698	WW	CeC51	SDQCeC3L	0.277862757	WW	CeC51	SDQCeC3L	0.093625998	WW
CeC61	SDQCeC3L	0.846963621	WW	CeC61	SDQCeC3L	0.290409411	WW	CeC61	SDQCeC3L	0.093274488	WW
CeC66	SDQCeC3L	0.883016979	WW	CeC66	SDQCeC3L	0.316588359	WW	CeC66	SDQCeC3L	0.107439746	WW
CeC69	SDQCeC3L	0.884479644	WW	CeC69	SDQCeC3L	0.329436218	WW	CeC69	SDQCeC3L	0.118518034	WW
CeC70	SDQCeC3L	0.919135055	WW	CeC70	SDQCeC3L	0.289125355	WW	CeC70	SDQCeC3L	0.132431657	WW
CeC139	SDQCeC3L	0.821061949	WW	CeC139	SDQCeC3L	0.293028934	WW	CeC139	SDQCeC3L	0.106093205	WW
CeC161	SDQCeC3L	0.84426147	WW	CeC161	SDQCeC3L	0.343475346	WW	CeC161	SDQCeC3L	0.113104812	WW
CeC1	SDQCeC3L	0.861207326	WW	CeC1	SDQCeC3L	0.3370373	WW	CeC1	SDQCeC3L	0.114265144	WW
CeC200	SDQCeC3L	0.806888243	WW	CeC200	SDQCeC3L	0.237210463	WW	CeC200	SDQCeC3L	0.087232273	WW
CeC35	SDQCeC3L	0.826693096	WW	CeC35	SDQCeC3L	0.244304987	WW	CeC35	SDQCeC3L	0.088918422	WW
CeC164	SDQCeC3L	0.827704184	WW	CeC164	SDQCeC3L	0.278081004	WW	CeC164	SDQCeC3L	0.094382613	WW
WHYCeC1R	SDQCeC4L	0.654696114	WW	WHYCeC1R	SDQCeC4L	0.252334817	WW	WHYCeC1R	SDQCeC4L	0.08295991	WW
WHYCeC2R	SDQCeC4L	0.740451549	WW	WHYCeC2R	SDQCeC4L	0.343724678	WW	WHYCeC2R	SDQCeC4L	0.104347297	WW
WHYCeC3R	SDQCeC4L	0.701371796	WW	WHYCeC3R	SDQCeC4L	0.301069726	WW	WHYCeC3R	SDQCeC4L	0.10186856	WW
WHYCeC4R	SDQCeC4L	0.792046789	WW	WHYCeC4R	SDQCeC4L	0.435112301	WW	WHYCeC4R	SDQCeC4L	0.160416404	WW
WHYCeC5R	SDQCeC4L	0.799648062	WW	WHYCeC5R	SDQCeC4L	0.468305254	WW	WHYCeC5R	SDQCeC4L	0.151812431	WW
WHYCeC6R	SDQCeC4L	0.767563797	WW	WHYCeC6R	SDQCeC4L	0.415653972	WW	WHYCeC6R	SDQCeC4L	0.134468519	WW
WHYCeC7R	SDQCeC4L	0.807184026	WW	WHYCeC7R	SDQCeC4L	0.441378197	WW	WHYCeC7R	SDQCeC4L	0.125284994	WW
WHYCeC6L	SDQCeC4L	0.750517903	WW	WHYCeC6L	SDQCeC4L	0.377367149	WW	WHYCeC6L	SDQCeC4L	0.133879715	WW
WHYCeC8	SDQCeC4L	0.948157662	WW	WHYCeC8	SDQCeC4L	0.539858604	WW	WHYCeC8	SDQCeC4L	0.222637928	WW
WFHCeC1L	SDQCeC4L	0.721895433	WW	WFHCeC1L	SDQCeC4L	0.254584175	WW	WFHCeC1L	SDQCeC4L	0.090386066	WW
WFHCeC2L	SDQCeC4L	0.589313674	WW	WFHCeC2L	SDQCeC4L	0.140713194	WW	WFHCeC2L	SDQCeC4L	0.057897234	WW
WFHCeC3L	SDQCeC4L	0.599832386	WW	WFHCeC3L	SDQCeC4L	0.205815333	WW	WFHCeC3L	SDQCeC4L	0.066208691	WW
WFHCeC4L	SDQCeC4L	0.648967691	WW	WFHCeC4L	SDQCeC4L	0.288472924	WW	WFHCeC4L	SDQCeC4L	0.090062863	WW
WFHCeC6L	SDQCeC4L	0.607499042	WW	WFHCeC6L	SDQCeC4L	0.225407208	WW	WFHCeC6L	SDQCeC4L	0.076831514	WW
WFHCeC11L	SDQCeC4L	0.713299278	WW	WFHCeC11L	SDQCeC4L	0.26831375	WW	WFHCeC11L	SDQCeC4L	0.095881679	WW
WFHCeC12L	SDQCeC4L	0.676094406	WW	WFHCeC12L	SDQCeC4L	0.24118591	WW	WFHCeC12L	SDQCeC4L	0.090474724	WW
WFHCeC13L	SDQCeC4L	0.66182122	WW	WFHCeC13L	SDQCeC4L	0.251670272	WW	WFHCeC13L	SDQCeC4L	0.076959606	WW
WFHCeC14L	SDQCeC4L	0.64347496	WW	WFHCeC14L	SDQCeC4L	0.163278781	WW	WFHCeC14L	SDQCeC4L	0.059144439	WW
WFHCeC16L	SDQCeC4L	0.753400208	WW	WFHCeC16L	SDQCeC4L	0.267764853	WW	WFHCeC16L	SDQCeC4L	0.096078323	WW
WFHCeC21L	SDQCeC4L	0.620014125	WW	WFHCeC21L	SDQCeC4L	0.215806532	WW	WFHCeC21L	SDQCeC4L	0.075750955	WW
WFHCeC22L	SDQCeC4L	0.6022252	WW	WFHCeC22L	SDQCeC4L	0.143625475	WW	WFHCeC22L	SDQCeC4L	0.054838349	WW
WFHCeC23L	SDQCeC4L	0.6788538	WW	WFHCeC23L	SDQCeC4L	0.333083182	WW	WFHCeC23L	SDQCeC4L	0.109696269	WW
WFHCeC24L	SDQCeC4L	0.679609285	WW	WFHCeC24L	SDQCeC4L	0.146474044	WW	WFHCeC24L	SDQCeC4L	0.058818833	WW
WFHCeC25L	SDQCeC4L	0.601134289	WW	WFHCeC25L	SDQCeC4L	0.160383812	WW	WFHCeC25L	SDQCeC4L	0.063736356	WW
GZCeC-10	SDQCeC4L	0.769842747	WW	GZCeC-10	SDQCeC4L	0.269847939	WW	GZCeC-10	SDQCeC4L	0.104629557	WW
GZCeC-24	SDQCeC4L	0.979936743	WW	GZCeC-24	SDQCeC4L	0.774417277	WW	GZCeC-24	SDQCeC4L	0.610940168	WW
GZCeC-25	SDQCeC4L	0.975775872	WW	GZCeC-25	SDQCeC4L	0.837118883	WW	GZCeC-25	SDQCeC4L	0.359418776	WW
GZCeC-26	SDQCeC4L	0.781348719	WW	GZCeC-26	SDQCeC4L	0.345302223	WW	GZCeC-26	SDQCeC4L	0.139670067	WW
GZCeC-27	SDQCeC4L	0.984049542	WW	GZCeC-27	SDQCeC4L	0.801622601	WW	GZCeC-27	SDQCeC4L	0.613629649	WW
GZCeC-28	SDQCeC4L	0.926340176	WW	GZCeC-28	SDQCeC4L	0.622586796	WW	GZCeC-28	SDQCeC4L	0.250881817	WW
GZCeC-29	SDQCeC4L	0.990220392	WW	GZCeC-29	SDQCeC4L	0.921116431	WW	GZCeC-29	SDQCeC4L	0.781339883	WW
GZCeC-30	SDQCeC4L	0.907286214	WW	GZCeC-30	SDQCeC4L	0.458570959	WW	GZCeC-30	SDQCeC4L	0.162312985	WW
GZCeC-6	SDQCeC4L	0.812794954	WW	GZCeC-6	SDQCeC4L	0.384676695	WW	GZCeC-6	SDQCeC4L	0.170326376	WW
GZCeC-7	SDQCeC4L	0.917130074	WW	GZCeC-7	SDQCeC4L	0.454067608	WW	GZCeC-7	SDQCeC4L	0.338417292	WW
GZCeC-8	SDQCeC4L	0.91431536	WW	GZCeC-8	SDQCeC4L	0.498563575	WW	GZCeC-8	SDQCeC4L	0.182413884	WW
GZCeC-9	SDQCeC4L	0.91895786	WW	GZCeC-9	SDQCeC4L	0.713676485	WW	GZCeC-9	SDQCeC4L	0.289516856	WW
SSCeC-1	SDQCeC4L	0.642124322	WW	SSCeC-1	SDQCeC4L	0.246966088	WW	SSCeC-1	SDQCeC4L	0.091872663	WW
SSCeC-10	SDQCeC4L	0.697453311	WW	SSCeC-10	SDQCeC4L	0.271833605	WW	SSCeC-10	SDQCeC4L	0.107755105	WW
SSCeC-2	SDQCeC4L	0.653638751	WW	SSCeC-2	SDQCeC4L	0.244120858	WW	SSCeC-2	SDQCeC4L	0.087719356	WW
SSCeC-3	SDQCeC4L	0.718191364	WW	SSCeC-3	SDQCeC4L	0.364087256	WW	SSCeC-3	SDQCeC4L	0.124304587	WW
SSCeC-4	SDQCeC4L	0.698271984	WW	SSCeC-4	SDQCeC4L	0.378092343	WW	SSCeC-4	SDQCeC4L	0.124421022	WW
SSCeC-5	SDQCeC4L	0.687483634	WW	SSCeC-5	SDQCeC4L	0.264258613	WW	SSCeC-5	SDQCeC4L	0.10268263	WW
SSCeC-6	SDQCeC4L	0.759069247	WW	SSCeC-6	SDQCeC4L	0.367936356	WW	SSCeC-6	SDQCeC4L	0.153499806	WW
SSCeC-7	SDQCeC4L	0.741194178	WW	SSCeC-7	SDQCeC4L	0.322796195	WW	SSCeC-7	SDQCeC4L	0.11913743	WW
SSCeC-8	SDQCeC4L	0.685754243	WW	SSCeC-8	SDQCeC4L	0.322050832	WW	SSCeC-8	SDQCeC4L	0.122308298	WW
SSCeC-9	SDQCeC4L	0.802870736	WW	SSCeC-9	SDQCeC4L	0.36672967	WW	SSCeC-9	SDQCeC4L	0.135923992	WW
SDQCeC1R	SDQCeC4L	0.551080397	WW	SDQCeC1R	SDQCeC4L	0.196891318	WW	SDQCeC1R	SDQCeC4L	0.073249835	WW
SDQCeC4R	SDQCeC4L	0.43217575	WW	SDQCeC4R	SDQCeC4L	0.223649624	WW	SDQCeC4R	SDQCeC4L	0.084153941	WW
SDQCeC5L	SDQCeC4L	0.856562121	WW	SDQCeC5L	SDQCeC4L	0.568304953	WW	SDQCeC5L	SDQCeC4L	0.222360328	WW
SDQCeC7R	SDQCeC4L	0.916680317	WW	SDQCeC7R	SDQCeC4L	0.654442951	WW	SDQCeC7R	SDQCeC4L	0.255178256	WW
SDQCeC8R	SDQCeC4L	0.704129571	WW	SDQCeC8R	SDQCeC4L	0.334678075	WW	SDQCeC8R	SDQCeC4L	0.117508891	WW
SDQCeC9R	SDQCeC4L	0.559582674	WW	SDQCeC9R	SDQCeC4L	0.250464293	WW	SDQCeC9R	SDQCeC4L	0.091391311	WW
SDQCeC10L	SDQCeC4L	0.740871004	WW	SDQCeC10L	SDQCeC4L	0.38857993	WW	SDQCeC10L	SDQCeC4L	0.134414584	WW
SDQCeC11L	SDQCeC4L	0.841463226	WW	SDQCeC11L	SDQCeC4L	0.366760017	WW	SDQCeC11L	SDQCeC4L	0.135739276	WW
FJCeC1	SDQCeC4L	0.707146987	WW	FJCeC1	SDQCeC4L	0.167866273	WW	FJCeC1	SDQCeC4L	0.081154599	WW
FJCeC2	SDQCeC4L	0.628679777	WW	FJCeC2	SDQCeC4L	0.221678119	WW	FJCeC2	SDQCeC4L	0.082431602	WW
FJCeC3	SDQCeC4L	0.638758556	WW	FJCeC3	SDQCeC4L	0.180404809	WW	FJCeC3	SDQCeC4L	0.075531574	WW
FJCeC4	SDQCeC4L	0.682365449	WW	FJCeC4	SDQCeC4L	0.243660936	WW	FJCeC4	SDQCeC4L	0.090055793	WW
FJCeC5	SDQCeC4L	0.677862108	WW	FJCeC5	SDQCeC4L	0.180164881	WW	FJCeC5	SDQCeC4L	0.071783541	WW
FJCeC6	SDQCeC4L	0.63368582	WW	FJCeC6	SDQCeC4L	0.197811288	WW	FJCeC6	SDQCeC4L	0.071198619	WW
HEBCeC-10	SDQCeC4L	0.907827362	WW	HEBCeC-10	SDQCeC4L	0.542113555	WW	HEBCeC-10	SDQCeC4L	0.324200333	WW
HEBCeC-15	SDQCeC4L	0.770485351	WW	HEBCeC-15	SDQCeC4L	0.348872198	WW	HEBCeC-15	SDQCeC4L	0.149761725	WW
HEBCeC-17	SDQCeC4L	0.748154966	WW	HEBCeC-17	SDQCeC4L	0.348419304	WW	HEBCeC-17	SDQCeC4L	0.119639481	WW
HEBCeC-18	SDQCeC4L	0.737545946	WW	HEBCeC-18	SDQCeC4L	0.239220741	WW	HEBCeC-18	SDQCeC4L	0.091480906	WW
HEBCeC-21	SDQCeC4L	0.769322679	WW	HEBCeC-21	SDQCeC4L	0.357617225	WW	HEBCeC-21	SDQCeC4L	0.14068443	WW
HEBCeC-22	SDQCeC4L	0.830282323	WW	HEBCeC-22	SDQCeC4L	0.296849701	WW	HEBCeC-22	SDQCeC4L	0.110907952	WW
HEBCeC-25	SDQCeC4L	0.711532237	WW	HEBCeC-25	SDQCeC4L	0.266461384	WW	HEBCeC-25	SDQCeC4L	0.092188562	WW
HEBCeC-30	SDQCeC4L	0.740864438	WW	HEBCeC-30	SDQCeC4L	0.325413068	WW	HEBCeC-30	SDQCeC4L	0.118574109	WW
HEBCeC-4	SDQCeC4L	0.901651949	WW	HEBCeC-4	SDQCeC4L	0.522812657	WW	HEBCeC-4	SDQCeC4L	0.258230497	WW
HEBCeC-5	SDQCeC4L	0.888344495	WW	HEBCeC-5	SDQCeC4L	0.50324434	WW	HEBCeC-5	SDQCeC4L	0.235300783	WW
HEBCeC-7	SDQCeC4L	0.86751821	WW	HEBCeC-7	SDQCeC4L	0.410676073	WW	HEBCeC-7	SDQCeC4L	0.169819949	WW
HEBCeC-8	SDQCeC4L	0.909519558	WW	HEBCeC-8	SDQCeC4L	0.523053077	WW	HEBCeC-8	SDQCeC4L	0.294460765	WW
SDQCeC1L	SDQCeC4L	0.476145777	WW	SDQCeC1L	SDQCeC4L	0.130061186	WW	SDQCeC1L	SDQCeC4L	0.039082214	WW
SDQCeC2L	SDQCeC4L	0.664546583	WW	SDQCeC2L	SDQCeC4L	0.244761467	WW	SDQCeC2L	SDQCeC4L	0.092344132	WW
SDQCeC3L	SDQCeC4L	0.547123616	WW	SDQCeC3L	SDQCeC4L	0.106056215	WW	SDQCeC3L	SDQCeC4L	0.041132482	WW
SDQCeC8L	SDQCeC4L	0.701632859	WW	SDQCeC8L	SDQCeC4L	0.233847775	WW	SDQCeC8L	SDQCeC4L	0.080691514	WW
SDQCeC9L	SDQCeC4L	0.639426975	WW	SDQCeC9L	SDQCeC4L	0.21237101	WW	SDQCeC9L	SDQCeC4L	0.07082847	WW
CeC105	SDQCeC4L	0.866441871	WW	CeC105	SDQCeC4L	0.373175103	WW	CeC105	SDQCeC4L	0.136875758	WW
CeC166	SDQCeC4L	0.791042274	WW	CeC166	SDQCeC4L	0.223433277	WW	CeC166	SDQCeC4L	0.079961788	WW
CeC192	SDQCeC4L	0.72936582	WW	CeC192	SDQCeC4L	0.192645743	WW	CeC192	SDQCeC4L	0.078403846	WW
CeC198	SDQCeC4L	0.846462386	WW	CeC198	SDQCeC4L	0.308102761	WW	CeC198	SDQCeC4L	0.123443255	WW
CeC28	SDQCeC4L	0.83419679	WW	CeC28	SDQCeC4L	0.284892695	WW	CeC28	SDQCeC4L	0.10282342	WW
CeC38	SDQCeC4L	0.828081666	WW	CeC38	SDQCeC4L	0.331977429	WW	CeC38	SDQCeC4L	0.128800315	WW
CeC6	SDQCeC4L	0.814004769	WW	CeC6	SDQCeC4L	0.288856055	WW	CeC6	SDQCeC4L	0.107306773	WW
CeC67	SDQCeC4L	0.818384084	WW	CeC67	SDQCeC4L	0.286007768	WW	CeC67	SDQCeC4L	0.093539577	WW
CeC68	SDQCeC4L	0.868930842	WW	CeC68	SDQCeC4L	0.346491053	WW	CeC68	SDQCeC4L	0.114472205	WW
CeC89	SDQCeC4L	0.808191095	WW	CeC89	SDQCeC4L	0.303451168	WW	CeC89	SDQCeC4L	0.105974029	WW
WHYCeC1L	SDQCeC4L	0.65742512	WW	WHYCeC1L	SDQCeC4L	0.355921302	WW	WHYCeC1L	SDQCeC4L	0.136452358	WW
WHYCeC2L	SDQCeC4L	0.732549631	WW	WHYCeC2L	SDQCeC4L	0.372594382	WW	WHYCeC2L	SDQCeC4L	0.133391521	WW
WHYCeC3L	SDQCeC4L	0.663293565	WW	WHYCeC3L	SDQCeC4L	0.22191269	WW	WHYCeC3L	SDQCeC4L	0.069413261	WW
WHYCeC4L	SDQCeC4L	0.760224772	WW	WHYCeC4L	SDQCeC4L	0.424195389	WW	WHYCeC4L	SDQCeC4L	0.158413647	WW
WHYCeC5L	SDQCeC4L	0.787039752	WW	WHYCeC5L	SDQCeC4L	0.447200838	WW	WHYCeC5L	SDQCeC4L	0.150156401	WW
WHYCeC7L	SDQCeC4L	0.764712634	WW	WHYCeC7L	SDQCeC4L	0.383531656	WW	WHYCeC7L	SDQCeC4L	0.1357321	WW
CeC108	SDQCeC4L	0.865869047	WW	CeC108	SDQCeC4L	0.371550507	WW	CeC108	SDQCeC4L	0.128127332	WW
CeC112	SDQCeC4L	0.847822051	WW	CeC112	SDQCeC4L	0.281227221	WW	CeC112	SDQCeC4L	0.112423762	WW
CeC113	SDQCeC4L	0.841604732	WW	CeC113	SDQCeC4L	0.254892807	WW	CeC113	SDQCeC4L	0.097177467	WW
CeC123	SDQCeC4L	0.874598151	WW	CeC123	SDQCeC4L	0.321312922	WW	CeC123	SDQCeC4L	0.127559326	WW
CeC124	SDQCeC4L	0.922305481	WW	CeC124	SDQCeC4L	0.374321167	WW	CeC124	SDQCeC4L	0.158414844	WW
CeC149	SDQCeC4L	0.825846958	WW	CeC149	SDQCeC4L	0.323814546	WW	CeC149	SDQCeC4L	0.102789354	WW
CeC186	SDQCeC4L	0.781785294	WW	CeC186	SDQCeC4L	0.22777903	WW	CeC186	SDQCeC4L	0.084040284	WW
CeC41	SDQCeC4L	0.833634271	WW	CeC41	SDQCeC4L	0.268518481	WW	CeC41	SDQCeC4L	0.102503669	WW
CeC42	SDQCeC4L	0.854564868	WW	CeC42	SDQCeC4L	0.323445208	WW	CeC42	SDQCeC4L	0.123756191	WW
CeC51	SDQCeC4L	0.817085937	WW	CeC51	SDQCeC4L	0.28594231	WW	CeC51	SDQCeC4L	0.096593542	WW
CeC61	SDQCeC4L	0.848743527	WW	CeC61	SDQCeC4L	0.297868186	WW	CeC61	SDQCeC4L	0.096624565	WW
CeC66	SDQCeC4L	0.870658671	WW	CeC66	SDQCeC4L	0.32569025	WW	CeC66	SDQCeC4L	0.113339306	WW
CeC69	SDQCeC4L	0.885563114	WW	CeC69	SDQCeC4L	0.344883043	WW	CeC69	SDQCeC4L	0.121105066	WW
CeC70	SDQCeC4L	0.915869513	WW	CeC70	SDQCeC4L	0.301447394	WW	CeC70	SDQCeC4L	0.12973514	WW
CeC139	SDQCeC4L	0.814932918	WW	CeC139	SDQCeC4L	0.308153414	WW	CeC139	SDQCeC4L	0.106028115	WW
